Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant Rock Type,Tectonic Setting
341024,Sanganguey,Mexico,México and Central America,Stratovolcano,Evidence Credible,Unknown,21.45,-104.73,2340,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341030,Ceboruco,Mexico,México and Central America,Stratovolcano,Eruption Observed,1875 CE,21.125,-104.508,2280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341031,Mascota Volcanic Field,Mexico,México and Central America,Pyroclastic cone(s),Evidence Credible,Unknown,20.62,-104.83,2560,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341040,Colima,Mexico,México and Central America,Stratovolcano(es),Eruption Observed,2016 CE,19.514,-103.62,3850,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341060,Michoacan-Guanajuato,Mexico,México and Central America,Pyroclastic cone(s),Eruption Observed,1952 CE,19.85,-101.75,3860,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341061,Zitacuaro-Valle de Bravo,Mexico,México and Central America,Caldera,Eruption Dated,3050 BCE,19.4,-100.25,3500,Dacite,Subduction Zone / Continental Crust (>25 km)
341062,Jocotitlan,Mexico,México and Central America,Stratovolcano,Eruption Dated,1270 CE,19.73,-99.758,3900,Dacite,Subduction Zone / Continental Crust (>25 km)
341070,"Toluca, Nevado de",Mexico,México and Central America,Stratovolcano,Eruption Dated,1350 BCE,19.108,-99.758,4680,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341080,Chichinautzin,Mexico,México and Central America,Volcanic field,Eruption Dated,400 CE,19.08,-99.13,3930,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341081,Papayo,Mexico,México and Central America,Lava dome,Evidence Credible,Unknown,19.308,-98.7,3600,Dacite,Subduction Zone / Continental Crust (>25 km)
341082,Iztaccihuatl,Mexico,México and Central America,Stratovolcano,Evidence Credible,Unknown,19.179,-98.642,5230,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341090,Popocatepetl,Mexico,México and Central America,Stratovolcano(es),Eruption Observed,2016 CE,19.023,-98.622,5426,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341091,"Malinche, La",Mexico,México and Central America,Stratovolcano,Eruption Dated,1170 BCE,19.231,-98.032,4461,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341092,Serdan-Oriental,Mexico,México and Central America,Tuff cone(s),Evidence Credible,Unknown,19.27,-97.47,3485,Rhyolite,Subduction Zone / Continental Crust (>25 km)
341093,"Humeros, Los",Mexico,México and Central America,Caldera(s),Eruption Dated,4470 BCE,19.68,-97.45,3150,Rhyolite,Subduction Zone / Continental Crust (>25 km)
341094,"Atlixcos, Los",Mexico,México and Central America,Shield,Evidence Credible,Unknown,19.809,-96.526,800,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
341095,Naolinco Volcanic Field,Mexico,México and Central America,Pyroclastic cone(s),Eruption Dated,1200 BCE,19.67,-96.75,2000,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
341096,Cofre de Perote,Mexico,México and Central America,Shield(s),Eruption Dated,1150 CE,19.492,-97.15,4282,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341097,"Gloria, La",Mexico,México and Central America,Volcanic field,Evidence Credible,Unknown,19.33,-97.25,3500,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341098,"Cumbres,  Las",Mexico,México and Central America,Stratovolcano,Eruption Dated,3920 BCE,19.15,-97.27,3940,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341100,"Orizaba, Pico de",Mexico,México and Central America,Stratovolcano,Eruption Observed,1846 CE,19.03,-97.27,5564,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341110,San Martin,Mexico,México and Central America,Shield,Eruption Observed,1796 CE,18.57,-95.2,1650,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
341120,"Chichon, El",Mexico,México and Central America,Lava dome(s),Eruption Observed,1982 CE,17.36,-93.228,1150,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
341130,Tacana,Mexico-Guatemala,México and Central America,Stratovolcano,Eruption Observed,1986 CE,15.132,-92.109,4064,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
341802,"Aguajito, El",Mexico,México and Central America,Caldera,Unrest / Pleistocene,Unknown,27.554,-112.552,1274,,Rift Zone / Continental Crust (>25 km)
341804,"Púlpito, Punta",Mexico,México and Central America,Lava dome,Unrest / Pleistocene,Unknown,26.52,-111.475,0,,Rift Zone / Continental Crust (>25 km)
341820,"Primavera, Sierra la",Mexico,México and Central America,Caldera,Unrest / Pleistocene,Unknown,20.62,-103.52,2270,,Subduction Zone / Continental Crust (>25 km)
341824,"Azufres, Los",Mexico,México and Central America,Caldera,Unrest / Pleistocene,Unknown,19.85,-100.63,3400,,Subduction Zone / Continental Crust (>25 km)
342020,Tajumulco,Guatemala,México and Central America,Stratovolcano,Evidence Credible,Unknown,15.043,-91.903,4203,Dacite,Subduction Zone / Continental Crust (>25 km)
342030,Santa Maria,Guatemala,México and Central America,Stratovolcano,Eruption Observed,2016 CE,14.756,-91.552,3772,Dacite,Subduction Zone / Continental Crust (>25 km)
342040,Almolonga,Guatemala,México and Central America,Stratovolcano,Eruption Observed,1818 CE,14.797,-91.519,3173,Dacite,Subduction Zone / Continental Crust (>25 km)
342060,Atitlan,Guatemala,México and Central America,Stratovolcano(es),Eruption Observed,1853 CE,14.583,-91.186,3535,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342070,Toliman,Guatemala,México and Central America,Stratovolcano(es),Evidence Credible,Unknown,14.612,-91.189,3158,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342080,Acatenango,Guatemala,México and Central America,Stratovolcano(es),Eruption Observed,1972 CE,14.501,-90.876,3976,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342090,Fuego,Guatemala,México and Central America,Stratovolcano(es),Eruption Observed,2016 CE,14.473,-90.88,3763,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342100,Agua,Guatemala,México and Central America,Stratovolcano,Evidence Credible,Unknown,14.465,-90.743,3760,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342110,Pacaya,Guatemala,México and Central America,Complex,Eruption Observed,2016 CE,14.381,-90.601,2552,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342111,Cuilapa-Barbarena,Guatemala,México and Central America,Volcanic field,Evidence Credible,Unknown,14.33,-90.4,1454,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342120,Tecuamburro,Guatemala,México and Central America,Stratovolcano,Eruption Dated,960 BCE,14.156,-90.407,1845,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342121,Jumaytepeque,Guatemala,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,14.336,-90.269,1815,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342130,Moyuta,Guatemala,México and Central America,Stratovolcano,Evidence Credible,Unknown,14.03,-90.1,1662,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342140,Flores,Guatemala,México and Central America,Volcanic field,Evidence Credible,Unknown,14.308,-89.992,1600,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342141,Tahual,Guatemala,México and Central America,Stratovolcano,Evidence Credible,Unknown,14.43,-89.9,1716,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342150,"Santiago, Cerro",Guatemala,México and Central America,Volcanic field,Evidence Credible,Unknown,14.33,-89.87,1192,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342160,Suchitan,Guatemala,México and Central America,Stratovolcano(es),Evidence Credible,Unknown,14.4,-89.78,2042,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342170,Chingo,Guatemala-El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,14.12,-89.73,1775,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
342180,Ixtepeque,Guatemala,México and Central America,Lava dome(s),Evidence Credible,Unknown,14.42,-89.68,1292,Rhyolite,Subduction Zone / Continental Crust (>25 km)
342190,Ipala,Guatemala,México and Central America,Stratovolcano,Evidence Credible,Unknown,14.55,-89.63,1650,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342200,Chiquimula Volcanic Field,Guatemala,México and Central America,Pyroclastic cone(s),Evidence Credible,Unknown,14.83,-89.55,1192,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342210,Quezaltepeque,Guatemala,México and Central America,Volcanic field,Evidence Credible,Unknown,14.57,-89.45,1200,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
342800,Santo Tomas,Guatemala,México and Central America,Stratovolcano(es),Unrest / Pleistocene,Unknown,14.71,-91.479,3542,,Subduction Zone / Continental Crust (>25 km)
343001,San Diego,El Salvador-Guatemala,México and Central America,Volcanic field,Evidence Credible,Unknown,14.27,-89.48,781,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343002,"Singuil, Cerro",El Salvador,México and Central America,Pyroclastic cone(s),Evidence Credible,Unknown,14.05,-89.65,957,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343010,Apaneca Range,El Salvador,México and Central America,Stratovolcano(es),Evidence Credible,Unknown,13.891,-89.786,2036,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343020,Santa Ana,El Salvador,México and Central America,Stratovolcano,Eruption Observed,2005 CE,13.853,-89.63,2381,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343030,Izalco,El Salvador,México and Central America,Stratovolcano,Eruption Observed,1966 CE,13.813,-89.633,1950,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343041,Coatepeque Caldera,El Salvador,México and Central America,Caldera,Evidence Credible,Unknown,13.87,-89.55,746,Rhyolite,Subduction Zone / Continental Crust (>25 km)
343050,San Salvador,El Salvador,México and Central America,Stratovolcano,Eruption Observed,1917 CE,13.734,-89.294,1893,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343051,"Cinotepeque, Cerro",El Salvador,México and Central America,Volcanic field,Evidence Credible,Unknown,14.02,-89.25,665,No Data,Subduction Zone / Continental Crust (>25 km)
343052,Guazapa,El Salvador,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,13.9,-89.12,1438,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343060,Ilopango,El Salvador,México and Central America,Caldera,Eruption Observed,1880 CE,13.672,-89.053,450,Dacite,Subduction Zone / Continental Crust (>25 km)
343070,San Vicente,El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.595,-88.837,2182,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343071,Apastepeque Field,El Salvador,México and Central America,Volcanic field,Evidence Credible,Unknown,13.72,-88.77,700,Dacite,Subduction Zone / Continental Crust (>25 km)
343072,Taburete,El Salvador,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,13.435,-88.532,1172,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343080,Tecapa,El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.494,-88.502,1593,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343081,Usulutan,El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.419,-88.471,1449,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343082,"Tigre, El",El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.47,-88.43,1640,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343090,Chinameca,El Salvador,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.478,-88.33,1300,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343100,San Miguel,El Salvador,México and Central America,Stratovolcano,Eruption Observed,2016 CE,13.434,-88.269,2130,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
343101,"Aramuaca, Laguna",El Salvador,México and Central America,Maar,Evidence Credible,Unknown,13.428,-88.105,181,No Data,Subduction Zone / Continental Crust (>25 km)
343130,"Tigre, Isla el",Honduras,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.272,-87.641,783,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343140,"Zacate Grande, Isla",Honduras,México and Central America,Stratovolcano,Evidence Credible,Unknown,13.33,-87.63,640,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
343150,"Yojoa, Lake",Honduras,México and Central America,Volcanic field,Evidence Credible,Unknown,14.98,-87.98,1090,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
343160,Utila Island,Honduras,México and Central America,Pyroclastic cone(s),Evidence Credible,Unknown,16.12,-86.882,74,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344010,Cosiguina,Nicaragua,México and Central America,Stratovolcano,Eruption Observed,1859 CE,12.98,-87.57,872,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344020,San Cristobal,Nicaragua,México and Central America,Stratovolcano,Eruption Observed,2016 CE,12.702,-87.004,1745,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344040,Telica,Nicaragua,México and Central America,Stratovolcano(es),Eruption Observed,2016 CE,12.602,-86.845,1061,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344060,Rota,Nicaragua,México and Central America,Stratovolcano,Evidence Credible,Unknown,12.55,-86.75,832,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344070,"Negro, Cerro",Nicaragua,México and Central America,Pyroclastic cone(s),Eruption Observed,1999 CE,12.506,-86.702,728,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344080,"Pilas, Las",Nicaragua,México and Central America,Complex,Eruption Observed,1954 CE,12.495,-86.688,1088,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344090,Momotombo,Nicaragua,México and Central America,Stratovolcano,Eruption Observed,2016 CE,12.422,-86.54,1297,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344091,Apoyeque,Nicaragua,México and Central America,Pyroclastic shield,Eruption Dated,50 BCE,12.242,-86.342,518,Dacite,Subduction Zone / Continental Crust (>25 km)
344092,Nejapa-Miraflores,Nicaragua,México and Central America,Fissure vent(s),Eruption Dated,1060 CE,12.12,-86.32,360,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344100,Masaya,Nicaragua,México and Central America,Caldera,Eruption Observed,2016 CE,11.984,-86.161,635,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344101,Granada,Nicaragua,México and Central America,Fissure vent(s),Evidence Credible,Unknown,11.92,-85.98,300,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344110,Mombacho,Nicaragua,México and Central America,Stratovolcano,Unrest / Holocene,Unknown,11.826,-85.968,1344,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344111,Zapatera,Nicaragua,México and Central America,Shield,Evidence Credible,Unknown,11.73,-85.82,629,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344120,Concepcion,Nicaragua,México and Central America,Stratovolcano,Eruption Observed,2011 CE,11.538,-85.622,1700,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
344131,Esteli,Nicaragua,México and Central America,Fissure vent(s),Evidence Uncertain,Unknown,13.17,-86.4,899,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344132,"Ciguatepe, Cerro el",Nicaragua,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,12.53,-86.142,603,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344133,"Lajas, Las",Nicaragua,México and Central America,Shield,Evidence Uncertain,Unknown,12.3,-85.73,926,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
344140,"Azul, Volcan",Nicaragua,México and Central America,Pyroclastic cone(s),Evidence Credible,Unknown,12.53,-83.87,201,Trachybasalt / Tephrite Basanite,Subduction Zone / Intermediate Crust (15-25 km)
345010,Orosi,Costa Rica,México and Central America,Stratovolcano(es),Evidence Uncertain,Unknown,10.98,-85.473,1659,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345020,Rincon de la Vieja,Costa Rica,México and Central America,Complex,Eruption Observed,2014 CE,10.83,-85.324,1916,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345030,Miravalles,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1946 CE,10.748,-85.153,2028,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345031,Tenorio,Costa Rica,México and Central America,Stratovolcano(es),Evidence Credible,Unknown,10.673,-85.015,1916,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345033,Arenal,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2010 CE,10.463,-84.703,1670,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345034,Platanar,Costa Rica,México and Central America,Stratovolcano(es),Evidence Credible,Unknown,10.3,-84.366,2267,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345040,Poas,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2016 CE,10.2,-84.233,2708,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345050,Barva,Costa Rica,México and Central America,Complex,Eruption Dated,6050 BCE,10.135,-84.1,2906,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345060,Irazu,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1994 CE,9.979,-83.852,3432,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
345070,Turrialba,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2016 CE,10.025,-83.767,3340,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
346010,Baru,Panama,México and Central America,Stratovolcano,Eruption Observed,1550 CE,8.808,-82.543,3474,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
346030,"Valle, El",Panama,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,8.58,-80.17,1185,Dacite,Subduction Zone / Continental Crust (>25 km)
346801,"Yeguada, La",Panama,México and Central America,Stratovolcano,Unrest / Pleistocene,Unknown,8.47,-80.82,1297,,Subduction Zone / Continental Crust (>25 km)
351001,San Diego,Colombia,South America,Maar,Evidence Uncertain,Unknown,5.65,-74.961,1163,,
351002,"Escondido, El",Colombia,South America,Lava dome,Unrest / Pleistocene,Unknown,5.514,-75.043,1620,,
351011,Romeral,Colombia,South America,Stratovolcano,Eruption Dated,5390 BCE,5.203,-75.363,3769,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351012,"Bravo, Cerro",Colombia,South America,Stratovolcano,Eruption Dated,1720 CE,5.091,-75.293,3985,Dacite,Subduction Zone / Continental Crust (>25 km)
351020,"Ruiz, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,2016 CE,4.892,-75.324,5279,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351021,Santa Isabel,Colombia,South America,Shield,Eruption Dated,850 BCE,4.818,-75.365,4944,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351030,"Tolima, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,1943 CE,4.658,-75.33,5215,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351040,Machin,Colombia,South America,Stratovolcano,Eruption Dated,1180 CE,4.487,-75.389,2749,Dacite,Subduction Zone / Continental Crust (>25 km)
351050,"Huila, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,2012 CE,2.93,-76.03,5364,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351060,Purace,Colombia,South America,Stratovolcano(es),Eruption Observed,1977 CE,2.32,-76.4,4650,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351061,Sotara,Colombia,South America,Stratovolcano,Evidence Credible,Unknown,2.108,-76.592,4400,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351062,Petacas,Colombia,South America,Lava dome,Evidence Uncertain,Unknown,1.666,-76.814,3280,No Data,Subduction Zone / Continental Crust (>25 km)
351070,Dona Juana,Colombia,South America,Stratovolcano,Eruption Observed,1906 CE,1.5,-76.936,4137,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351080,Galeras,Colombia,South America,Complex,Eruption Observed,2014 CE,1.22,-77.37,4276,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351090,Azufral,Colombia,South America,Stratovolcano,Eruption Dated,930 BCE,1.08,-77.68,4070,Dacite,Subduction Zone / Continental Crust (>25 km)
351100,Cumbal,Colombia,South America,Stratovolcano,Eruption Observed,1926 CE,0.95,-77.87,4764,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
351110,Chiles-Cerro Negro,Colombia-Ecuador,South America,Stratovolcano,Evidence Uncertain,1936 CE,0.817,-77.938,4698,Dacite,Subduction Zone / Continental Crust (>25 km)
352001,Soche,Ecuador,South America,Stratovolcano,Eruption Dated,6650 BCE,0.552,-77.58,3955,Dacite,Subduction Zone / Continental Crust (>25 km)
352002,Chachimbiro,Ecuador,South America,Stratovolcano,Eruption Dated,3740 BCE,0.468,-78.287,4106,Dacite,Subduction Zone / Continental Crust (>25 km)
352003,Cuicocha,Ecuador,South America,Caldera,Eruption Dated,650 CE,0.308,-78.364,3246,Dacite,Subduction Zone / Continental Crust (>25 km)
352004,Imbabura,Ecuador,South America,Compound,Eruption Dated,5550 BCE,0.258,-78.183,4609,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352005,Mojanda,Ecuador,South America,Stratovolcano(es),Evidence Uncertain,Unknown,0.13,-78.27,4263,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352006,Cayambe,Ecuador,South America,Compound,Eruption Observed,1786 CE,0.029,-77.986,5790,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352010,Reventador,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-0.077,-77.656,3562,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352011,Pululagua,Ecuador,South America,Caldera,Eruption Dated,290 CE,0.038,-78.463,3356,Dacite,Subduction Zone / Continental Crust (>25 km)
352020,Guagua Pichincha,Ecuador,South America,Stratovolcano,Eruption Observed,2002 CE,-0.171,-78.598,4784,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352021,Atacazo,Ecuador,South America,Stratovolcano,Eruption Dated,320 BCE,-0.353,-78.617,4463,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352022,Chacana,Ecuador,South America,Caldera,Eruption Observed,1773 CE,-0.375,-78.25,4643,Rhyolite,Subduction Zone / Continental Crust (>25 km)
352030,Antisana,Ecuador,South America,Stratovolcano,Eruption Observed,1802 CE,-0.481,-78.141,5753,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352031,Aliso,Ecuador,South America,Stratovolcano,Eruption Dated,2450 BCE,-0.53,-78,4267,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352040,Sumaco,Ecuador,South America,Stratovolcano,Evidence Uncertain,1895 CE,-0.538,-77.626,3990,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
352041,Illiniza,Ecuador,South America,Stratovolcano,Evidence Credible,Unknown,-0.659,-78.714,5248,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352050,Cotopaxi,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-0.677,-78.436,5911,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352060,Quilotoa,Ecuador,South America,Caldera,Eruption Dated,1280 CE,-0.85,-78.9,3914,Dacite,Subduction Zone / Continental Crust (>25 km)
352071,Chimborazo,Ecuador,South America,Stratovolcano,Eruption Dated,550 CE,-1.464,-78.815,6310,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352080,Tungurahua,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-1.467,-78.442,5023,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352081,Licto,Ecuador,South America,Pyroclastic cone(s),Evidence Uncertain,Unknown,-1.78,-78.613,3336,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
352090,Sangay,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-2.005,-78.341,5286,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
353010,Fernandina,Ecuador,South America,Shield,Eruption Observed,2009 CE,-0.37,-91.55,1476,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353011,Ecuador,Ecuador,South America,Shield,Eruption Dated,1150 CE,-0.02,-91.546,790,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353020,Wolf,Ecuador,South America,Shield,Eruption Observed,2015 CE,0.02,-91.35,1710,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353030,Darwin,Ecuador,South America,Shield,Eruption Dated,1813 CE,-0.18,-91.28,1330,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353040,Alcedo,Ecuador,South America,Shield,Eruption Observed,1993 CE,-0.43,-91.12,1130,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353050,"Negra, Sierra",Ecuador,South America,Shield,Eruption Observed,2005 CE,-0.83,-91.17,1124,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353060,"Azul, Cerro",Ecuador,South America,Shield,Eruption Observed,2008 CE,-0.92,-91.408,1640,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353070,Pinta,Ecuador,South America,Shield,Eruption Observed,1928 CE,0.58,-90.75,780,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353080,Marchena,Ecuador,South America,Shield,Eruption Observed,1991 CE,0.33,-90.47,343,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353081,Genovesa,Ecuador,South America,Shield,Evidence Credible,Unknown,0.32,-89.958,64,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353090,Santiago,Ecuador,South America,Shield,Eruption Observed,1906 CE,-0.22,-90.77,920,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353091,Santa Cruz,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.62,-90.33,864,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353120,San Cristóbal,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.88,-89.5,759,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km)
353804,Santa Fe,Ecuador,South America,Shield,Unrest / Pleistocene,Unknown,-0.806,-90.07,200,,Rift Zone / Oceanic Crust (< 15 km)
354000,Quimsachata,Peru,South America,Lava dome,Eruption Dated,4450 BCE,-14.176,-71.351,3693,Rhyolite,Subduction Zone / Continental Crust (>25 km)
